,start_year,team_id,team_name,id,first_name,last_name,primary_number,birth_date,current_age,birth_city,birth_state_province,birth_country,nationality,height,weight,active,alternate_captain,captain,rookie,shoots_catches,roster_status,position_name,position_type,position_abbreviation
42,2020,2,New York Islanders,8475231,Casey,Cizikas,53,1991-02-27,30,Toronto,ON,CAN,CAN,"5' 11""",195,True,False,False,False,L,Y,Center,Forward,C
43,2020,2,New York Islanders,8475754,Brock,Nelson,29,1991-10-15,29,Warroad,MN,USA,USA,"6' 4""",212,True,False,False,False,L,Y,Center,Forward,C
44,2020,2,New York Islanders,8476419,Jean-Gabriel,Pageau,44,1992-11-11,28,Ottawa,ON,CAN,CAN,"5' 10""",180,True,False,False,False,R,Y,Center,Forward,C
45,2020,2,New York Islanders,8476429,Scott,Mayfield,24,1992-10-14,28,St. Louis,MO,USA,USA,"6' 5""",220,True,False,False,False,R,Y,Defenseman,Defenseman,D
46,2020,2,New York Islanders,8476917,Adam,Pelech,3,1994-08-16,26,Toronto,ON,CAN,CAN,"6' 3""",205,True,False,False,False,L,Y,Defenseman,Defenseman,D
47,2020,2,New York Islanders,8477506,Ryan,Pulock,6,1994-10-06,26,Dauphin,MB,CAN,CAN,"6' 2""",215,True,False,False,False,R,Y,Defenseman,Defenseman,D
48,2020,2,New York Islanders,8477527,Ross,Johnston,32,1994-02-18,27,Charlottetown,PE,CAN,CAN,"6' 5""",235,True,False,False,False,L,Y,Left Wing,Forward,LW
49,2020,2,New York Islanders,8477936,Michael,Dal Colle,28,1996-06-20,25,Woodbridge,ON,CAN,CAN,"6' 3""",200,True,False,False,False,L,Y,Left Wing,Forward,LW
50,2020,2,New York Islanders,8478009,Ilya,Sorokin,30,1995-08-04,25,Mezhdurechensk,,RUS,RUS,"6' 3""",190,True,False,False,True,L,Y,Goalie,Goalie,G
51,2020,2,New York Islanders,8478367,Cole,Bardreau,34,1993-07-22,27,Fairport,NY,USA,USA,"5' 10""",185,True,False,False,False,R,Y,Center,Forward,C
52,2020,2,New York Islanders,8478445,Mathew,Barzal,13,1997-05-26,24,Coquitlam,BC,CAN,CAN,"6' 0""",187,True,False,False,False,R,Y,Center,Forward,C
53,2020,2,New York Islanders,8478463,Anthony,Beauvillier,18,1997-06-08,24,Sorel-Tracy,QC,CAN,CAN,"5' 11""",182,True,False,False,False,L,Y,Left Wing,Forward,LW
54,2020,2,New York Islanders,8478512,Austin,Czarnik,11,1992-12-12,28,Detroit,MI,USA,USA,"5' 9""",175,True,False,False,False,R,Y,Center,Forward,C
55,2020,2,New York Islanders,8478857,Dmytro,Timashov,41,1996-10-01,24,Kirovograd,,UKR,UKR,"5' 10""",198,True,False,False,False,L,Y,Left Wing,Forward,LW
56,2020,2,New York Islanders,8478965,Ken,Appleby,55,1995-04-10,26,North Bay,ON,CAN,CAN,"6' 4""",210,True,False,False,True,L,Y,Goalie,Goalie,G
57,2020,2,New York Islanders,8479356,Kieffer,Bellows,20,1998-06-10,23,Edina,MN,USA,USA,"6' 0""",195,True,False,False,True,L,Y,Left Wing,Forward,LW
58,2020,2,New York Islanders,8479526,Otto,Koivula,21,1998-09-01,22,Nokia,,FIN,FIN,"6' 5""",223,True,False,False,True,L,Y,Left Wing,Forward,LW
59,2020,2,New York Islanders,8479583,Anatoli,Golyshev,38,1995-02-14,26,Perm,,RUS,RUS,"5' 8""",178,True,False,False,True,L,Y,Left Wing,Forward,LW
60,2020,2,New York Islanders,8480071,Robin,Salo,4,1998-10-13,22,Espoo,,FIN,FIN,"6' 1""",187,True,False,False,True,L,Y,Defenseman,Defenseman,D
61,2020,2,New York Islanders,8480222,Sebastian,Aho,25,1996-02-17,25,Umea,,SWE,SWE,"5' 10""",184,True,False,False,True,L,Y,Defenseman,Defenseman,D
62,2020,2,New York Islanders,8480306,Grant,Hutton,45,1995-07-25,25,Carmel,IN,USA,USA,"6' 3""",205,True,False,False,True,R,Y,Defenseman,Defenseman,D
63,2020,2,New York Islanders,8480789,Oliver,Wahlstrom,26,2000-06-13,21,Quincy,MA,USA,USA,"6' 2""",205,True,False,False,True,R,Y,Right Wing,Forward,RW
64,2020,2,New York Islanders,8480826,Bode,Wilde,46,2000-01-24,21,Montreal,QC,CAN,CAN,"6' 3""",195,True,False,False,True,R,Y,Defenseman,Defenseman,D
65,2020,2,New York Islanders,8480865,Noah,Dobson,8,2000-01-07,21,Summerside,PE,CAN,CAN,"6' 4""",195,True,False,False,False,R,Y,Defenseman,Defenseman,D
66,2020,2,New York Islanders,8481541,Samuel,Bolduc,48,2000-12-09,20,Laval,QC,CAN,CAN,"6' 4""",213,True,False,False,True,L,Y,Defenseman,Defenseman,D
67,2020,2,New York Islanders,8481601,Simon,Holmstrom,74,2001-05-24,20,Tranas,,SWE,SWE,"6' 1""",200,True,False,False,True,L,Y,Right Wing,Forward,RW
68,2020,3,New York Rangers,8474090,Brendan,Smith,42,1989-02-08,32,Mimico,ON,CAN,CAN,"6' 2""",200,True,False,False,False,L,Y,Defenseman,Defenseman,D
69,2020,3,New York Rangers,8475184,Chris,Kreider,20,1991-04-30,30,Boxford,MA,USA,USA,"6' 3""",217,True,True,False,False,L,Y,Left Wing,Forward,LW
70,2020,3,New York Rangers,8475868,Anthony,Bitetto,22,1990-07-15,30,Island Park,NY,USA,USA,"6' 1""",210,True,False,False,False,L,Y,Defenseman,Defenseman,D
71,2020,3,New York Rangers,8476234,Keith,Kinkaid,71,1989-07-04,32,Farmingville,NY,USA,USA,"6' 3""",186,True,False,False,False,L,Y,Goalie,Goalie,G
72,2020,3,New York Rangers,8476278,Colin,Blackwell,43,1993-03-28,28,Lawrence,MA,USA,USA,"5' 9""",190,True,False,False,False,R,Y,Center,Forward,C
73,2020,3,New York Rangers,8476458,Ryan,Strome,16,1993-07-11,28,Mississauga,ON,CAN,CAN,"6' 1""",193,True,False,False,False,R,Y,Center,Forward,C
74,2020,3,New York Rangers,8476459,Mika,Zibanejad,93,1993-04-18,28,Stockholm,,SWE,SWE,"6' 2""",208,True,True,False,False,R,Y,Center,Forward,C
75,2020,3,New York Rangers,8476858,Phillip,Di Giuseppe,33,1993-10-09,27,Toronto,ON,CAN,CAN,"6' 0""",193,True,False,False,False,L,Y,Left Wing,Forward,LW
76,2020,3,New York Rangers,8476885,Jacob,Trouba,8,1994-02-26,27,Rochester,MI,USA,USA,"6' 3""",209,True,True,False,False,R,Y,Defenseman,Defenseman,D
77,2020,3,New York Rangers,8477402,Pavel,Buchnevich,89,1995-04-17,26,Cherepovets,,RUS,RUS,"6' 3""",197,True,False,False,False,L,Y,Right Wing,Forward,RW
78,2020,3,New York Rangers,8478048,Igor,Shesterkin,31,1995-12-30,25,Moscow,,RUS,RUS,"6' 2""",182,True,False,False,True,L,Y,Goalie,Goalie,G
79,2020,3,New York Rangers,8478550,Artemi,Panarin,10,1991-10-30,29,Korkino,,RUS,RUS,"5' 11""",170,True,True,False,False,R,Y,Left Wing,Forward,LW
80,2020,3,New York Rangers,8479291,Kevin,Rooney,17,1993-05-21,28,Canton,MA,USA,USA,"6' 2""",190,True,False,False,False,L,Y,Center,Forward,C
81,2020,3,New York Rangers,8479323,Adam,Fox,23,1998-02-17,23,Jericho,NY,USA,USA,"5' 11""",181,True,False,False,False,R,Y,Defenseman,Defenseman,D
82,2020,3,New York Rangers,8479324,Ryan,Lindgren,55,1998-02-11,23,Burnsville,MN,USA,USA,"6' 0""",191,True,False,False,False,L,Y,Defenseman,Defenseman,D
83,2020,3,New York Rangers,8479328,Julien,Gauthier,12,1997-10-15,23,Pointe-aux-Trembles,QC,CAN,CAN,"6' 4""",227,True,False,False,True,R,Y,Right Wing,Forward,RW
84,2020,3,New York Rangers,8479333,Libor,Hajek,25,1998-02-04,23,Smrcek,,CZE,CZE,"6' 2""",203,True,False,False,False,L,Y,Defenseman,Defenseman,D
85,2020,3,New York Rangers,8479353,Brett,Howden,21,1998-03-29,23,Calgary,AB,CAN,CAN,"6' 3""",200,True,False,False,False,L,Y,Center,Forward,C
86,2020,3,New York Rangers,8480078,Filip,Chytil,72,1999-09-05,21,Kromeriz,,CZE,CZE,"6' 2""",206,True,False,False,False,L,Y,Center,Forward,C
87,2020,3,New York Rangers,8480382,Alexandar,Georgiev,40,1996-02-10,25,Ruse,,BGR,RUS,"6' 1""",178,True,False,False,False,L,Y,Goalie,Goalie,G
88,2020,3,New York Rangers,8480817,K'Andre,Miller,79,2000-01-21,21,St. Paul,MN,USA,USA,"6' 5""",210,True,False,False,True,L,Y,Defenseman,Defenseman,D
89,2020,3,New York Rangers,8480833,Vitali,Kravtsov,74,1999-12-23,21,Vladivostok,,RUS,RUS,"6' 3""",189,True,False,False,True,L,Y,Right Wing,Forward,RW
90,2020,3,New York Rangers,8481554,Kaapo,Kakko,24,2001-02-13,20,Turku,,FIN,FIN,"6' 3""",199,True,False,False,False,L,Y,Right Wing,Forward,RW
91,2020,3,New York Rangers,8481708,Zac,Jones,6,2000-10-18,20,Richmond,VA,USA,USA,"5' 11""",185,True,False,False,True,L,Y,Defenseman,Defenseman,D
92,2020,3,New York Rangers,8482109,Alexis,Lafrenière,13,2001-10-11,19,St-Eustache,QC,CAN,CAN,"6' 2""",193,True,False,False,True,L,Y,Left Wing,Forward,LW
93,2020,4,Philadelphia Flyers,8480028,Morgan,Frost,48,1999-05-14,22,Aurora,ON,CAN,CAN,"5' 11""",170,True,False,False,True,L,I,Center,Forward,C
94,2020,4,Philadelphia Flyers,8470880,Brian,Elliott,37,1985-04-09,36,Newmarket,ON,CAN,CAN,"6' 2""",209,True,False,False,False,L,Y,Goalie,Goalie,G
95,2020,4,Philadelphia Flyers,8473512,Claude,Giroux,28,1988-01-12,33,Hearst,ON,CAN,CAN,"5' 11""",185,True,False,True,False,R,Y,Center,Forward,C
96,2020,4,Philadelphia Flyers,8474027,Justin,Braun,61,1987-02-10,34,Minneapolis,MN,USA,USA,"6' 2""",205,True,False,False,False,R,Y,Defenseman,Defenseman,D
97,2020,4,Philadelphia Flyers,8474037,James,van Riemsdyk,25,1989-05-04,32,Middletown,NJ,USA,USA,"6' 3""",217,True,False,False,False,L,Y,Left Wing,Forward,LW
98,2020,4,Philadelphia Flyers,8474161,Jakub,Voracek,93,1989-08-15,31,Kladno,,CZE,CZE,"6' 2""",214,True,False,False,False,L,Y,Right Wing,Forward,RW
99,2020,4,Philadelphia Flyers,8475763,Kevin,Hayes,13,1992-05-08,29,Dorchester,MA,USA,USA,"6' 5""",216,True,False,False,False,L,Y,Center,Forward,C
100,2020,4,Philadelphia Flyers,8476461,Sean,Couturier,14,1992-12-07,28,Phoenix,AZ,USA,CAN,"6' 3""",211,True,False,False,False,L,Y,Center,Forward,C
101,2020,4,Philadelphia Flyers,8476872,Scott,Laughton,21,1994-05-30,27,Oakville,ON,CAN,CAN,"6' 1""",190,True,False,False,False,L,Y,Center,Forward,C
102,2020,4,Philadelphia Flyers,8476906,Shayne,Gostisbehere,53,1993-04-20,28,Pembroke Pines,FL,USA,USA,"5' 11""",180,True,False,False,False,L,Y,Defenseman,Defenseman,D
103,2020,4,Philadelphia Flyers,8477462,Robert,Hagg,8,1995-02-08,26,Uppsala,,SWE,SWE,"6' 2""",204,True,False,False,False,L,Y,Defenseman,Defenseman,D
104,2020,4,Philadelphia Flyers,8477502,Samuel,Morin,55,1995-07-12,26,Lac-Beauport,QC,CAN,CAN,"6' 6""",202,True,False,False,True,L,Y,Left Wing,Forward,LW
105,2020,4,Philadelphia Flyers,8477948,Travis,Sanheim,6,1996-03-29,25,Elkhorn,MB,CAN,CAN,"6' 3""",181,True,False,False,False,L,Y,Defenseman,Defenseman,D
106,2020,4,Philadelphia Flyers,8477979,Nicolas,Aube-Kubel,62,1996-05-10,25,Slave Lake,AB,CAN,CAN,"5' 11""",187,True,False,False,False,R,Y,Right Wing,Forward,RW
107,2020,4,Philadelphia Flyers,8478067,Oskar,Lindblom,23,1996-08-15,24,Gävle,,SWE,SWE,"6' 1""",191,True,False,False,False,L,Y,Left Wing,Forward,LW
108,2020,4,Philadelphia Flyers,8478439,Travis,Konecny,11,1997-03-11,24,London,ON,CAN,CAN,"5' 10""",175,True,False,False,False,R,Y,Right Wing,Forward,RW
109,2020,4,Philadelphia Flyers,8478500,Ivan,Provorov,9,1997-01-13,24,Yaroslavl,,RUS,RUS,"6' 1""",201,True,False,False,False,L,Y,Defenseman,Defenseman,D
110,2020,4,Philadelphia Flyers,8479026,Philippe,Myers,5,1997-01-25,24,Moncton,NB,CAN,CAN,"6' 5""",210,True,False,False,False,R,Y,Defenseman,Defenseman,D
111,2020,4,Philadelphia Flyers,8479312,Alex,Lyon,34,1992-12-09,28,Baudette,MN,USA,USA,"6' 1""",201,True,False,False,False,L,Y,Goalie,Goalie,G
112,2020,4,Philadelphia Flyers,8479358,Carsen,Twarynski,81,1997-11-24,23,St. Albert,AB,CAN,CAN,"6' 2""",198,True,False,False,True,L,Y,Left Wing,Forward,LW
113,2020,4,Philadelphia Flyers,8479394,Carter,Hart,79,1998-08-13,22,Sherwood Park,AB,CAN,CAN,"6' 2""",181,True,False,False,False,L,Y,Goalie,Goalie,G
114,2020,4,Philadelphia Flyers,8479550,Tanner,Laczynski,58,1997-06-01,24,Minooka,IL,USA,USA,"6' 1""",190,True,False,False,True,R,Y,Center,Forward,C
115,2020,4,Philadelphia Flyers,8479974,Nolan,Patrick,19,1998-09-19,22,Winnipeg,MB,CAN,CAN,"6' 2""",198,True,False,False,False,R,Y,Center,Forward,C
116,2020,4,Philadelphia Flyers,8480797,Joel,Farabee,86,2000-02-25,21,Syracuse,NY,USA,USA,"6' 0""",164,True,False,False,False,L,Y,Left Wing,Forward,LW
117,2020,4,Philadelphia Flyers,8482654,Jackson,Cates,59,1997-09-26,23,STILLWATER,MN,USA,USA,"6' 0""",190,True,False,False,False,L,Y,Center,Forward,C
118,2020,5,Pittsburgh Penguins,8470604,Jeff,Carter,77,1985-01-01,36,London,ON,CAN,CAN,"6' 3""",219,True,False,False,False,R,Y,Center,Forward,C
119,2020,5,Pittsburgh Penguins,8471215,Evgeni,Malkin,71,1986-07-31,34,Magnitogorsk,,RUS,RUS,"6' 3""",195,True,True,False,False,L,Y,Center,Forward,C
120,2020,5,Pittsburgh Penguins,8471675,Sidney,Crosby,87,1987-08-07,33,Cole Harbour,NS,CAN,CAN,"5' 11""",200,True,False,True,False,L,Y,Center,Forward,C
121,2020,5,Pittsburgh Penguins,8471724,Kris,Letang,58,1987-04-24,34,Montreal,QC,CAN,CAN,"6' 0""",201,True,True,False,False,R,Y,Defenseman,Defenseman,D
122,2020,5,Pittsburgh Penguins,8474098,Colton,Sceviour,7,1989-04-20,32,Red Deer,AB,CAN,CAN,"6' 0""",190,True,False,False,False,R,Y,Right Wing,Forward,RW
123,2020,5,Pittsburgh Penguins,8475208,Brian,Dumoulin,8,1991-09-06,29,Biddeford,ME,USA,USA,"6' 4""",207,True,False,False,False,L,Y,Defenseman,Defenseman,D
124,2020,5,Pittsburgh Penguins,8475722,Jason,Zucker,16,1992-01-16,29,Newport Beach,CA,USA,USA,"5' 11""",192,True,False,False,False,L,Y,Left Wing,Forward,LW
125,2020,5,Pittsburgh Penguins,8475810,Bryan,Rust,17,1992-05-11,29,Pontiac,MI,USA,USA,"5' 11""",192,True,False,False,False,R,Y,Right Wing,Forward,RW
126,2020,5,Pittsburgh Penguins,8476509,Maxime,Lagace,31,1993-01-12,28,Saint-Augustin,QC,CAN,CAN,"6' 2""",190,True,False,False,False,L,Y,Goalie,Goalie,G
127,2020,5,Pittsburgh Penguins,8476873,Mark,Jankowski,14,1994-09-13,26,Hamilton,ON,CAN,CAN,"6' 4""",212,True,False,False,False,L,Y,Center,Forward,C
128,2020,5,Pittsburgh Penguins,8476875,Mike,Matheson,5,1994-02-27,27,Pointe-Claire,QC,CAN,CAN,"6' 2""",188,True,False,False,False,L,Y,Defenseman,Defenseman,D
129,2020,5,Pittsburgh Penguins,8476879,Cody,Ceci,4,1993-12-21,27,Ottawa,ON,CAN,CAN,"6' 2""",210,True,False,False,False,R,Y,Defenseman,Defenseman,D
130,2020,5,Pittsburgh Penguins,8476927,Teddy,Blueger,53,1994-08-15,26,Riga,,LVA,LVA,"6' 0""",185,True,False,False,False,L,Y,Center,Forward,C
131,2020,5,Pittsburgh Penguins,8477244,Chad,Ruhwedel,2,1990-05-07,31,San Diego,CA,USA,USA,"5' 11""",191,True,False,False,False,R,Y,Defenseman,Defenseman,D
132,2020,5,Pittsburgh Penguins,8477404,Jake,Guentzel,59,1994-10-06,26,Omaha,NE,USA,USA,"5' 11""",180,True,False,False,False,L,Y,Left Wing,Forward,LW
133,2020,5,Pittsburgh Penguins,8477465,Tristan,Jarry,35,1995-04-29,26,Surrey,BC,CAN,CAN,"6' 2""",194,True,False,False,False,L,Y,Goalie,Goalie,G
134,2020,5,Pittsburgh Penguins,8477919,Frederick,Gaudreau,11,1993-05-01,28,Bromont,QC,CAN,CAN,"6' 0""",179,True,False,False,False,R,Y,Center,Forward,C
135,2020,5,Pittsburgh Penguins,8477953,Kasperi,Kapanen,42,1996-07-23,24,Kuopio,,FIN,FIN,"6' 1""",194,True,False,False,False,R,Y,Right Wing,Forward,RW
136,2020,5,Pittsburgh Penguins,8477955,Jared,McCann,19,1996-05-31,25,Stratford,ON,CAN,CAN,"6' 1""",185,True,False,False,False,L,Y,Left Wing,Forward,LW
137,2020,5,Pittsburgh Penguins,8477969,Marcus,Pettersson,28,1996-05-08,25,Skellefteå,,SWE,SWE,"6' 3""",177,True,False,False,False,L,Y,Defenseman,Defenseman,D
138,2020,5,Pittsburgh Penguins,8478017,Mark,Friedman,52,1995-12-25,25,Toronto,ON,CAN,CAN,"5' 11""",185,True,False,False,True,R,Y,Defenseman,Defenseman,D
139,2020,5,Pittsburgh Penguins,8478043,Sam,Lafferty,18,1995-03-06,26,Hollidaysburg,PA,USA,USA,"6' 1""",195,True,False,False,False,R,Y,Right Wing,Forward,RW
140,2020,5,Pittsburgh Penguins,8478074,Anthony,Angello,57,1996-03-06,25,Albany,NY,USA,USA,"6' 5""",210,True,False,False,True,R,Y,Right Wing,Forward,RW
141,2020,5,Pittsburgh Penguins,8478507,John,Marino,6,1997-05-21,24,North Easton,MA,USA,USA,"6' 1""",181,True,False,False,False,R,Y,Defenseman,Defenseman,D
142,2020,5,Pittsburgh Penguins,8478542,Evan,Rodrigues,9,1993-07-28,27,Toronto,ON,CAN,CAN,"5' 11""",184,True,False,False,False,R,Y,Center,Forward,C
143,2020,5,Pittsburgh Penguins,8479193,Casey,DeSmith,1,1991-08-13,29,Rochester,NH,USA,USA,"6' 0""",181,True,False,False,False,L,Y,Goalie,Goalie,G
144,2020,5,Pittsburgh Penguins,8479293,Brandon,Tanev,13,1991-12-31,29,Toronto,ON,CAN,CAN,"6' 0""",180,True,False,False,False,L,Y,Left Wing,Forward,LW
145,2020,5,Pittsburgh Penguins,8479512,Kasper,Bjorkqvist,20,1997-07-10,24,Espoo,,FIN,FIN,"6' 1""",198,True,False,False,True,L,Y,Right Wing,Forward,RW
146,2020,5,Pittsburgh Penguins,8479944,Zach,Aston-Reese,12,1994-08-10,26,Staten Island,NY,USA,USA,"6' 0""",204,True,False,False,False,L,Y,Left Wing,Forward,LW
147,2020,5,Pittsburgh Penguins,8480058,Pierre-Olivier,Joseph,73,1999-07-01,22,Laval,QC,CAN,CAN,"6' 2""",185,True,False,False,True,L,Y,Defenseman,Defenseman,D
148,2020,5,Pittsburgh Penguins,8480394,Alex,D'Orio,33,1999-04-28,22,Sherbrooke,QC,CAN,CAN,"6' 2""",209,True,False,False,True,R,Y,Goalie,Goalie,G
149,2020,5,Pittsburgh Penguins,8480945,Juuso,Riikola,50,1993-11-09,27,Joensuu,,FIN,FIN,"6' 0""",189,True,False,False,False,L,Y,Defenseman,Defenseman,D
150,2020,5,Pittsburgh Penguins,8482055,Drew,O'Connor,10,1998-06-09,23,Chatham,NJ,USA,USA,"6' 3""",200,True,False,False,True,L,Y,Left Wing,Forward,LW
